specimen_id,country,unique_countries,specimen_count
cicindelidae_34_6_7_tray_07_spec_025,United States,,
cicindelidae_34_6_7_tray_07_spec_026,United States,,
cicindelidae_34_6_7_tray_07_spec_027,United States,,
cicindelidae_34_6_7_tray_08_spec_001,United States,,
cicindelidae_34_6_7_tray_08_spec_018,United States,,
cicindelidae_34_6_7_tray_10_spec_001,United States,,
cicindelidae_34_6_7_tray_10_spec_002,United States,,
cicindelidae_34_6_7_tray_10_spec_003,United States,,
cicindelidae_34_6_7_tray_10_spec_004,United States,,
cicindelidae_34_6_7_tray_10_spec_005,United States,,
cicindelidae_34_6_7_tray_10_spec_006,United States,,
cicindelidae_34_6_7_tray_12_spec_001,United States,,
cicindelidae_34_6_7_tray_21_spec_001,United States,,
cicindelidae_34_6_9_tray_04_spec_001,United States,,
cicindelidae_34_6_9_tray_04_spec_002,United States,,
cicindelidae_34_6_9_tray_04_spec_003,United States,,
cicindelidae_34_6_9_tray_04_spec_004,United States,,
cicindelidae_34_6_9_tray_04_spec_005,United States,,
cicindelidae_34_6_9_tray_04_spec_006,United States,,
cicindelidae_34_6_9_tray_04_spec_007,United States,,
cicindelidae_34_6_9_tray_04_spec_008,United States,,
cicindelidae_34_6_9_tray_04_spec_009,United States,,
cicindelidae_34_6_9_tray_04_spec_010,United States,,
cicindelidae_34_6_9_tray_04_spec_011,United States,,
cicindelidae_34_6_9_tray_04_spec_012,United States,,
cicindelidae_34_6_9_tray_04_spec_024,United States,,
cicindelidae_34_6_9_tray_04_spec_025,United States,,
cicindelidae_34_6_9_tray_09_spec_001,United States,,
cicindelidae_34_7_3_tray_01_spec_001,United States,,
cicindelidae_34_7_3_tray_01_spec_005,United States,,
cicindelidae_34_7_3_tray_01_spec_006,United States,,
cicindelidae_34_7_3_tray_01_spec_008,United States,,
cicindelidae_34_7_3_tray_01_spec_009,United States,,
cicindelidae_34_7_3_tray_01_spec_010,United States,,
cicindelidae_34_7_3_tray_01_spec_011,United States,,
cicindelidae_34_7_3_tray_02_spec_001,United States,,
cicindelidae_34_7_3_tray_02_spec_019,United States,,
cicindelidae_34_7_3_tray_04_spec_001,United States,,
cicindelidae_34_7_3_tray_06_spec_001,United States,,
cicindelidae_34_7_3_tray_06_spec_002,United States,,
cicindelidae_34_7_3_tray_06_spec_004,United States,,
cicindelidae_34_7_3_tray_06_spec_010,United States,,
cicindelidae_34_7_3_tray_06_spec_011,United States,,
cicindelidae_34_7_3_tray_06_spec_012,United States,,
cicindelidae_34_7_3_tray_06_spec_015,United States,,
cicindelidae_34_7_3_tray_06_spec_016,United States,,
cicindelidae_34_7_3_tray_06_spec_017,United States,,
cicindelidae_34_7_3_tray_06_spec_018,United States,,
cicindelidae_34_7_3_tray_06_spec_019,United States,,
cicindelidae_34_7_3_tray_06_spec_022,United States,,
cicindelidae_34_7_3_tray_06_spec_024,United States,,
cicindelidae_34_7_3_tray_06_spec_027,United States,,
cicindelidae_34_7_3_tray_06_spec_028,United States,,
cicindelidae_34_7_3_tray_06_spec_029,United States,,
cicindelidae_34_7_3_tray_06_spec_030,United States,,
cicindelidae_34_7_3_tray_06_spec_033,United States,,
cicindelidae_34_7_3_tray_07_spec_002,United States,,
cicindelidae_34_7_3_tray_08_spec_001,United States,,
cicindelidae_34_7_3_tray_08_spec_007,United States,,
cicindelidae_34_7_3_tray_08_spec_008,United States,,
cicindelidae_34_7_3_tray_08_spec_010,United States,,
cicindelidae_34_7_3_tray_08_spec_011,United States,,
cicindelidae_34_7_3_tray_08_spec_012,United States,,
cicindelidae_34_7_3_tray_08_spec_013,United States,,
cicindelidae_34_7_3_tray_08_spec_014,United States,,
cicindelidae_34_7_3_tray_08_spec_015,United States,,
cicindelidae_34_7_3_tray_08_spec_017,United States,,
cicindelidae_34_7_3_tray_08_spec_018,United States,,
cicindelidae_34_7_3_tray_08_spec_019,United States,,
cicindelidae_34_7_3_tray_08_spec_020,United States,,
cicindelidae_34_7_3_tray_08_spec_022,United States,,
cicindelidae_34_7_3_tray_08_spec_023,United States,,
cicindelidae_34_7_3_tray_08_spec_024,United States,,
cicindelidae_34_7_3_tray_08_spec_025,United States,,
cicindelidae_34_7_3_tray_08_spec_026,United States,,
cicindelidae_34_7_3_tray_08_spec_027,United States,,
cicindelidae_34_7_3_tray_08_spec_028,United States,,
cicindelidae_34_7_3_tray_08_spec_029,United States,,
cicindelidae_34_7_3_tray_08_spec_030,United States,,
cicindelidae_34_7_3_tray_08_spec_031,United States,,
cicindelidae_34_7_3_tray_08_spec_032,United States,,
cicindelidae_34_7_3_tray_08_spec_036,United States,,
cicindelidae_34_7_3_tray_09_spec_001,United States,,
cicindelidae_34_7_3_tray_09_spec_002,United States,,
cicindelidae_34_7_3_tray_09_spec_003,United States,,
cicindelidae_34_7_3_tray_10_spec_001,United States,,
cicindelidae_34_7_3_tray_10_spec_003,United States,,
cicindelidae_34_7_3_tray_11_spec_001,United States,,
cicindelidae_34_7_3_tray_11_spec_018,United States,,
cicindelidae_34_7_3_tray_12_spec_001,United States,,
cicindelidae_34_7_3_tray_12_spec_007,United States,,
cicindelidae_34_7_3_tray_12_spec_011,United States,,
cicindelidae_34_7_3_tray_12_spec_012,United States,,
cicindelidae_34_7_3_tray_12_spec_013,United States,,
cicindelidae_34_7_3_tray_14_spec_001,United States,,
cicindelidae_34_7_3_tray_14_spec_004,United States,,
cicindelidae_34_7_3_tray_14_spec_006,United States,,
cicindelidae_34_7_3_tray_14_spec_010,United States,,
cicindelidae_34_7_3_tray_15_spec_001,United States,,
cicindelidae_34_7_3_tray_15_spec_002,United States,,
cicindelidae_34_7_3_tray_15_spec_004,United States,,
cicindelidae_34_7_3_tray_15_spec_006,United States,,
cicindelidae_34_7_3_tray_15_spec_009,United States,,
cicindelidae_34_7_3_tray_15_spec_012,United States,,
cicindelidae_34_7_3_tray_15_spec_013,United States,,
cicindelidae_34_7_3_tray_15_spec_017,United States,,
cicindelidae_34_7_3_tray_15_spec_018,United States,,
cicindelidae_34_7_3_tray_15_spec_019,United States,,
cicindelidae_34_7_3_tray_15_spec_020,United States,,
cicindelidae_34_7_3_tray_15_spec_021,United States,,
cicindelidae_34_7_3_tray_15_spec_022,United States,,
cicindelidae_34_7_3_tray_15_spec_024,United States,,
cicindelidae_34_7_3_tray_15_spec_025,United States,,
cicindelidae_34_7_3_tray_15_spec_026,United States,,
cicindelidae_34_7_3_tray_15_spec_027,United States,,
cicindelidae_34_7_3_tray_15_spec_028,United States,,
cicindelidae_34_7_3_tray_15_spec_029,United States,,
cicindelidae_34_7_3_tray_15_spec_032,United States,,
cicindelidae_34_7_3_tray_15_spec_033,United States,,
cicindelidae_34_7_3_tray_15_spec_035,United States,,
cicindelidae_34_7_3_tray_15_spec_036,United States,,
cicindelidae_34_7_3_tray_15_spec_037,United States,,
cicindelidae_34_7_3_tray_16_spec_001,United States,,
cicindelidae_34_7_3_tray_16_spec_002,United States,,
cicindelidae_34_7_3_tray_16_spec_007,United States,,
cicindelidae_34_7_3_tray_16_spec_008,United States,,
cicindelidae_34_7_3_tray_16_spec_010,United States,,
cicindelidae_34_7_3_tray_16_spec_012,United States,,
cicindelidae_34_7_3_tray_16_spec_013,United States,,
cicindelidae_34_7_3_tray_16_spec_014,United States,,
cicindelidae_34_7_3_tray_16_spec_015,United States,,
cicindelidae_34_7_3_tray_16_spec_017,United States,,
cicindelidae_34_7_3_tray_16_spec_018,United States,,
cicindelidae_34_7_3_tray_16_spec_019,United States,,
cicindelidae_34_7_3_tray_16_spec_020,United States,,
cicindelidae_34_7_3_tray_16_spec_022,United States,,
cicindelidae_34_7_3_tray_16_spec_023,United States,,
cicindelidae_34_7_3_tray_16_spec_024,United States,,
cicindelidae_34_7_3_tray_16_spec_025,United States,,
cicindelidae_34_7_3_tray_16_spec_026,United States,,
cicindelidae_34_7_3_tray_16_spec_027,United States,,
cicindelidae_34_7_3_tray_16_spec_028,United States,,
cicindelidae_34_7_3_tray_16_spec_029,United States,,
cicindelidae_34_7_3_tray_16_spec_030,United States,,
cicindelidae_34_7_3_tray_16_spec_031,United States,,
cicindelidae_34_7_3_tray_16_spec_032,United States,,
cicindelidae_34_7_3_tray_16_spec_033,United States,,
cicindelidae_34_7_3_tray_16_spec_034,United States,,
cicindelidae_34_7_3_tray_16_spec_035,United States,,
cicindelidae_34_7_4_tray_02_spec_001,United States,,
cicindelidae_34_7_4_tray_02_spec_014,United States,,
cicindelidae_34_7_4_tray_02_spec_015,United States,,
cicindelidae_34_7_4_tray_03_spec_001,United States,,
cicindelidae_34_7_4_tray_03_spec_005,United States,,
cicindelidae_34_7_4_tray_06_spec_001,United States,,
cicindelidae_34_7_4_tray_07_spec_001,United States,,
cicindelidae_34_7_4_tray_08_spec_001,United States,,
cicindelidae_34_7_4_tray_09_spec_001,United States,,
cicindelidae_34_7_4_tray_11_spec_001,United States,,
cicindelidae_34_7_4_tray_11_spec_018,United States,,
cicindelidae_34_7_4_tray_14_spec_001,United States,,
cicindelidae_34_7_4_tray_15_spec_001,United States,,
cicindelidae_34_7_4_tray_18_spec_001,United States,,
cicindelidae_34_7_4_tray_19_spec_001,United States,,
cicindelidae_34_7_4_tray_21_spec_001,United States,,
cicindelidae_34_7_4_tray_21_spec_002,United States,,
cicindelidae_34_7_4_tray_22_spec_001,United States,,
cicindelidae_34_7_4_tray_23_spec_001,United States,,
cicindelidae_34_7_4_tray_26_spec_001,United States,,
cicindelidae_34_7_9_tray_09_spec_001,United States,,
cicindelidae_34_4_3_tray_18_spec_001,Uruguay,,
cicindelidae_34_5_11_tray_09_spec_001,Uruguay,,
cicindelidae_34_5_11_tray_09_spec_005,Uruguay,,
cicindelidae_34_5_14_tray_01_spec_004,Uruguay,,
cicindelidae_34_5_14_tray_01_spec_005,Uruguay,,
cicindelidae_34_5_14_tray_13_spec_001,Uruguay,,
cicindelidae_34_6_11_tray_03_spec_001,Uruguay,,
cicindelidae_34_6_11_tray_03_spec_003,Uruguay,,
cicindelidae_34_6_11_tray_14_spec_001,Uruguay,,
cicindelidae_34_5_10_tray_17_spec_001,Uzbekistan,,
cicindelidae_34_6_14_tray_06_spec_003,Vanuatu,,
cicindelidae_34_4_3_tray_01_spec_007,Venezuela,,
cicindelidae_34_4_3_tray_01_spec_008,Venezuela,,
cicindelidae_34_4_3_tray_01_spec_009,Venezuela,,
cicindelidae_34_4_3_tray_01_spec_010,Venezuela,,
cicindelidae_34_4_3_tray_08_spec_009,Venezuela,,
cicindelidae_34_4_3_tray_08_spec_038,Venezuela,,
cicindelidae_34_4_3_tray_08_spec_039,Venezuela,,
cicindelidae_34_4_3_tray_08_spec_040,Venezuela,,
cicindelidae_34_6_10_tray_17_spec_001,Venezuela,,
cicindelidae_34_6_11_tray_10_spec_002,Venezuela,,
cicindelidae_34_6_11_tray_13_spec_001,Venezuela,,
cicindelidae_34_6_11_tray_13_spec_003,Venezuela,,
cicindelidae_34_6_11_tray_13_spec_004,Venezuela,,
cicindelidae_34_6_14_tray_01_spec_001,Venezuela,,
cicindelidae_34_6_14_tray_01_spec_002,Venezuela,,
cicindelidae_34_6_14_tray_01_spec_003,Venezuela,,
cicindelidae_34_6_14_tray_01_spec_004,Venezuela,,
cicindelidae_34_6_14_tray_35_spec_001,Venezuela,,
cicindelidae_34_6_14_tray_35_spec_002,Venezuela,,
cicindelidae_34_6_14_tray_35_spec_003,Venezuela,,
cicindelidae_34_6_14_tray_35_spec_004,Venezuela,,
cicindelidae_34_6_14_tray_36_spec_004,Venezuela,,
cicindelidae_34_6_14_tray_36_spec_005,Venezuela,,
cicindelidae_34_6_14_tray_36_spec_006,Venezuela,,
cicindelidae_34_6_14_tray_36_spec_007,Venezuela,,
cicindelidae_34_6_9_tray_02_spec_010,Venezuela,,
cicindelidae_34_6_9_tray_02_spec_012,Venezuela,,
cicindelidae_34_6_9_tray_02_spec_013,Venezuela,,
cicindelidae_34_6_9_tray_03_spec_001,Venezuela,,
cicindelidae_34_6_9_tray_03_spec_002,Venezuela,,
cicindelidae_34_6_9_tray_03_spec_003,Venezuela,,
cicindelidae_34_6_9_tray_03_spec_004,Venezuela,,
cicindelidae_34_6_9_tray_07_spec_009,Venezuela,,
cicindelidae_34_6_9_tray_19_spec_001,Venezuela,,
cicindelidae_34_6_9_tray_19_spec_002,Venezuela,,
cicindelidae_34_6_9_tray_19_spec_003,Venezuela,,
cicindelidae_34_6_9_tray_19_spec_004,Venezuela,,
cicindelidae_34_4_5_tray_07_spec_001,Vietnam,,
cicindelidae_34_4_5_tray_07_spec_002,Vietnam,,
cicindelidae_34_4_5_tray_07_spec_003,Vietnam,,
cicindelidae_34_4_5_tray_07_spec_004,Vietnam,,
cicindelidae_34_4_5_tray_07_spec_005,Vietnam,,
cicindelidae_34_4_5_tray_07_spec_006,Vietnam,,
cicindelidae_34_4_5_tray_07_spec_008,Vietnam,,
cicindelidae_34_4_5_tray_07_spec_009,Vietnam,,
cicindelidae_34_4_5_tray_10_spec_011,Vietnam,,
cicindelidae_34_4_5_tray_10_spec_012,Vietnam,,
cicindelidae_34_4_7_tray_04_spec_004,Vietnam,,
cicindelidae_34_4_7_tray_04_spec_007,Vietnam,,
cicindelidae_34_4_7_tray_04_spec_008,Vietnam,,
cicindelidae_34_4_7_tray_04_spec_009,Vietnam,,
cicindelidae_34_5_12_tray_05_spec_003,Vietnam,,
cicindelidae_34_5_14_tray_27_spec_001,Vietnam,,
cicindelidae_34_5_7_tray_03_spec_017,Vietnam,,
cicindelidae_34_5_7_tray_03_spec_018,Vietnam,,
cicindelidae_34_5_7_tray_03_spec_019,Vietnam,,
cicindelidae_34_6_7_tray_09_spec_001,Vietnam,,
cicindelidae_34_6_8_tray_17_spec_001,Vietnam,,
cicindelidae_34_6_8_tray_29_spec_001,Vietnam,,
cicindelidae_34_6_8_tray_29_spec_002,Vietnam,,
cicindelidae_34_6_8_tray_29_spec_003,Vietnam,,
cicindelidae_34_6_8_tray_29_spec_004,Vietnam,,
cicindelidae_34_6_8_tray_29_spec_005,Vietnam,,
cicindelidae_34_6_8_tray_29_spec_006,Vietnam,,
cicindelidae_34_7_5_tray_17_spec_001,Vietnam,,
cicindelidae_34_7_6_tray_07_spec_001,Vietnam,,
cicindelidae_34_7_6_tray_07_spec_002,Vietnam,,
cicindelidae_34_7_7_tray_07_spec_001,Vietnam,,
cicindelidae_34_7_8_tray_01_spec_001,Vietnam,,
cicindelidae_34_7_8_tray_01_spec_002,Vietnam,,
cicindelidae_34_7_8_tray_01_spec_003,Vietnam,,
cicindelidae_34_7_8_tray_01_spec_004,Vietnam,,
cicindelidae_34_7_8_tray_01_spec_005,Vietnam,,
cicindelidae_34_7_8_tray_01_spec_006,Vietnam,,
cicindelidae_34_7_8_tray_01_spec_007,Vietnam,,
cicindelidae_34_7_8_tray_01_spec_008,Vietnam,,
cicindelidae_34_7_8_tray_01_spec_009,Vietnam,,
cicindelidae_34_7_8_tray_01_spec_010,Vietnam,,
cicindelidae_34_7_8_tray_01_spec_011,Vietnam,,
cicindelidae_34_7_8_tray_01_spec_012,Vietnam,,
cicindelidae_34_7_8_tray_01_spec_013,Vietnam,,
cicindelidae_34_7_8_tray_01_spec_014,Vietnam,,
cicindelidae_34_7_8_tray_01_spec_015,Vietnam,,
cicindelidae_34_7_8_tray_01_spec_017,Vietnam,,
cicindelidae_34_7_8_tray_01_spec_018,Vietnam,,
cicindelidae_34_7_8_tray_01_spec_019,Vietnam,,
cicindelidae_34_7_8_tray_14_spec_001,Vietnam,,
cicindelidae_34_7_8_tray_14_spec_002,Vietnam,,
cicindelidae_34_7_8_tray_14_spec_003,Vietnam,,
cicindelidae_34_7_8_tray_14_spec_004,Vietnam,,
cicindelidae_34_7_8_tray_16_spec_001,Vietnam,,
cicindelidae_34_7_8_tray_16_spec_002,Vietnam,,
cicindelidae_34_7_8_tray_16_spec_003,Vietnam,,
cicindelidae_34_7_8_tray_18_spec_001,Vietnam,,
cicindelidae_34_7_8_tray_18_spec_002,Vietnam,,
cicindelidae_34_7_8_tray_18_spec_003,Vietnam,,
cicindelidae_34_7_8_tray_18_spec_004,Vietnam,,
cicindelidae_34_7_8_tray_21_spec_002,Vietnam,,
cicindelidae_34_7_8_tray_31_spec_001,Vietnam,,
cicindelidae_34_7_8_tray_31_spec_002,Vietnam,,
cicindelidae_34_7_8_tray_31_spec_003,Vietnam,,
cicindelidae_34_7_8_tray_32_spec_001,Vietnam,,
cicindelidae_34_7_8_tray_33_spec_001,Vietnam,,
cicindelidae_34_7_8_tray_33_spec_002,Vietnam,,
cicindelidae_34_7_8_tray_33_spec_003,Vietnam,,
cicindelidae_34_7_8_tray_34_spec_001,Vietnam,,
cicindelidae_34_7_8_tray_34_spec_002,Vietnam,,
cicindelidae_34_7_9_tray_08_spec_001,Vietnam,,
cicindelidae_34_7_9_tray_08_spec_002,Vietnam,,
cicindelidae_34_4_4_tray_16_spec_008,Yemen,,
cicindelidae_34_4_5_tray_06_spec_009,Yugoslavia,,
cicindelidae_34_4_5_tray_06_spec_011,Yugoslavia,,
cicindelidae_34_6_3_tray_16_spec_001,Zimbabwe,,
cicindelidae_34_4_10_tray_02_spec_002,,,
cicindelidae_34_4_10_tray_02_spec_003,,,
cicindelidae_34_4_10_tray_02_spec_004,,,
cicindelidae_34_4_10_tray_02_spec_005,,,
cicindelidae_34_4_10_tray_02_spec_006,,,
cicindelidae_34_4_10_tray_02_spec_007,,,
cicindelidae_34_4_10_tray_02_spec_008,,,
cicindelidae_34_4_10_tray_02_spec_009,,,
cicindelidae_34_4_10_tray_02_spec_010,,,
cicindelidae_34_4_10_tray_02_spec_011,,,
cicindelidae_34_4_10_tray_02_spec_012,,,
cicindelidae_34_4_10_tray_02_spec_013,,,
cicindelidae_34_4_10_tray_02_spec_014,,,
cicindelidae_34_4_10_tray_02_spec_015,,,
cicindelidae_34_4_10_tray_02_spec_016,,,
cicindelidae_34_4_10_tray_02_spec_017,,,
cicindelidae_34_4_10_tray_02_spec_018,,,
cicindelidae_34_4_10_tray_02_spec_019,,,
cicindelidae_34_4_10_tray_02_spec_020,,,
cicindelidae_34_4_10_tray_02_spec_021,,,
cicindelidae_34_4_10_tray_02_spec_022,,,
cicindelidae_34_4_10_tray_02_spec_023,,,
cicindelidae_34_4_10_tray_02_spec_024,,,
cicindelidae_34_4_10_tray_02_spec_025,,,
cicindelidae_34_4_10_tray_02_spec_026,,,
cicindelidae_34_4_10_tray_02_spec_027,,,
cicindelidae_34_4_10_tray_02_spec_028,,,
cicindelidae_34_4_10_tray_02_spec_029,,,
cicindelidae_34_4_10_tray_02_spec_030,,,
cicindelidae_34_4_10_tray_02_spec_031,,,
cicindelidae_34_4_10_tray_02_spec_032,,,
cicindelidae_34_4_10_tray_03_spec_002,,,
cicindelidae_34_4_10_tray_03_spec_004,,,
cicindelidae_34_4_10_tray_03_spec_009,,,
cicindelidae_34_4_10_tray_03_spec_011,,,
cicindelidae_34_4_10_tray_03_spec_012,,,
cicindelidae_34_4_10_tray_03_spec_013,,,
cicindelidae_34_4_10_tray_03_spec_014,,,
cicindelidae_34_4_10_tray_03_spec_015,,,
cicindelidae_34_4_10_tray_03_spec_016,,,
cicindelidae_34_4_10_tray_03_spec_017,,,
cicindelidae_34_4_10_tray_03_spec_018,,,
cicindelidae_34_4_10_tray_03_spec_020,,,
cicindelidae_34_4_10_tray_03_spec_021,,,
cicindelidae_34_4_10_tray_03_spec_022,,,
cicindelidae_34_4_10_tray_03_spec_023,,,
cicindelidae_34_4_10_tray_03_spec_024,,,
cicindelidae_34_4_10_tray_03_spec_025,,,
cicindelidae_34_4_10_tray_03_spec_029,,,
cicindelidae_34_4_10_tray_03_spec_030,,,
cicindelidae_34_4_10_tray_03_spec_032,,,
cicindelidae_34_4_10_tray_03_spec_033,,,
cicindelidae_34_4_10_tray_03_spec_034,,,
cicindelidae_34_4_10_tray_04_spec_001,,,
cicindelidae_34_4_10_tray_04_spec_003,,,
cicindelidae_34_4_10_tray_04_spec_004,,,
cicindelidae_34_4_10_tray_04_spec_005,,,
cicindelidae_34_4_10_tray_04_spec_006,,,
cicindelidae_34_4_10_tray_04_spec_007,,,
cicindelidae_34_4_10_tray_04_spec_008,,,
cicindelidae_34_4_10_tray_04_spec_009,,,
cicindelidae_34_4_10_tray_04_spec_010,,,
cicindelidae_34_4_10_tray_04_spec_014,,,
cicindelidae_34_4_10_tray_04_spec_016,,,
cicindelidae_34_4_10_tray_04_spec_018,,,
cicindelidae_34_4_10_tray_04_spec_019,,,
cicindelidae_34_4_10_tray_04_spec_020,,,
cicindelidae_34_4_10_tray_04_spec_021,,,
cicindelidae_34_4_10_tray_04_spec_022,,,
cicindelidae_34_4_10_tray_04_spec_023,,,
cicindelidae_34_4_10_tray_04_spec_024,,,
cicindelidae_34_4_10_tray_04_spec_025,,,
cicindelidae_34_4_10_tray_04_spec_026,,,
cicindelidae_34_4_10_tray_04_spec_027,,,
cicindelidae_34_4_10_tray_05_spec_002,,,
cicindelidae_34_4_10_tray_05_spec_003,,,
cicindelidae_34_4_10_tray_05_spec_005,,,
cicindelidae_34_4_10_tray_05_spec_007,,,
cicindelidae_34_4_10_tray_05_spec_009,,,
cicindelidae_34_4_10_tray_05_spec_010,,,
cicindelidae_34_4_10_tray_05_spec_011,,,
cicindelidae_34_4_10_tray_05_spec_012,,,
cicindelidae_34_4_10_tray_05_spec_013,,,
cicindelidae_34_4_10_tray_05_spec_014,,,
cicindelidae_34_4_10_tray_05_spec_015,,,
cicindelidae_34_4_10_tray_05_spec_016,,,
cicindelidae_34_4_10_tray_05_spec_017,,,
cicindelidae_34_4_10_tray_05_spec_018,,,
cicindelidae_34_4_10_tray_07_spec_002,,,
cicindelidae_34_4_10_tray_07_spec_003,,,
cicindelidae_34_4_10_tray_07_spec_004,,,
cicindelidae_34_4_10_tray_07_spec_005,,,
cicindelidae_34_4_10_tray_07_spec_006,,,
cicindelidae_34_4_10_tray_07_spec_007,,,
cicindelidae_34_4_10_tray_07_spec_008,,,
cicindelidae_34_4_10_tray_07_spec_009,,,
cicindelidae_34_4_10_tray_07_spec_010,,,
cicindelidae_34_4_10_tray_07_spec_011,,,
cicindelidae_34_4_10_tray_07_spec_012,,,
cicindelidae_34_4_10_tray_07_spec_013,,,
cicindelidae_34_4_10_tray_07_spec_014,,,
cicindelidae_34_4_10_tray_07_spec_015,,,
cicindelidae_34_4_10_tray_07_spec_018,,,
cicindelidae_34_4_10_tray_08_spec_002,,,
cicindelidae_34_4_10_tray_08_spec_003,,,
cicindelidae_34_4_10_tray_08_spec_004,,,
cicindelidae_34_4_10_tray_08_spec_005,,,
cicindelidae_34_4_10_tray_08_spec_006,,,
cicindelidae_34_4_10_tray_08_spec_007,,,
cicindelidae_34_4_10_tray_08_spec_008,,,
cicindelidae_34_4_10_tray_08_spec_009,,,
cicindelidae_34_4_10_tray_08_spec_011,,,
cicindelidae_34_4_10_tray_08_spec_012,,,
cicindelidae_34_4_10_tray_08_spec_013,,,
cicindelidae_34_4_10_tray_08_spec_014,,,
cicindelidae_34_4_10_tray_08_spec_015,,,
cicindelidae_34_4_10_tray_08_spec_016,,,
cicindelidae_34_4_10_tray_08_spec_017,,,
cicindelidae_34_4_10_tray_08_spec_018,,,
cicindelidae_34_4_10_tray_08_spec_019,,,
cicindelidae_34_4_10_tray_08_spec_020,,,
cicindelidae_34_4_10_tray_08_spec_021,,,
cicindelidae_34_4_10_tray_08_spec_024,,,
cicindelidae_34_4_10_tray_08_spec_025,,,
cicindelidae_34_4_10_tray_08_spec_026,,,
cicindelidae_34_4_10_tray_08_spec_027,,,
cicindelidae_34_4_10_tray_08_spec_029,,,
cicindelidae_34_4_10_tray_08_spec_030,,,
cicindelidae_34_4_10_tray_08_spec_031,,,
cicindelidae_34_4_10_tray_09_spec_001,,,
cicindelidae_34_4_10_tray_09_spec_003,,,
cicindelidae_34_4_10_tray_09_spec_004,,,
cicindelidae_34_4_10_tray_09_spec_005,,,
cicindelidae_34_4_10_tray_09_spec_006,,,
cicindelidae_34_4_10_tray_09_spec_007,,,
cicindelidae_34_4_10_tray_09_spec_008,,,
cicindelidae_34_4_10_tray_09_spec_009,,,
cicindelidae_34_4_10_tray_09_spec_010,,,
cicindelidae_34_4_10_tray_09_spec_012,,,
cicindelidae_34_4_10_tray_09_spec_013,,,
cicindelidae_34_4_10_tray_09_spec_014,,,
cicindelidae_34_4_10_tray_09_spec_016,,,
cicindelidae_34_4_10_tray_09_spec_017,,,
cicindelidae_34_4_10_tray_09_spec_018,,,
cicindelidae_34_4_10_tray_09_spec_019,,,
cicindelidae_34_4_10_tray_09_spec_021,,,
cicindelidae_34_4_10_tray_09_spec_022,,,
cicindelidae_34_4_10_tray_09_spec_023,,,
cicindelidae_34_4_10_tray_09_spec_024,,,
cicindelidae_34_4_10_tray_09_spec_025,,,
cicindelidae_34_4_10_tray_09_spec_026,,,
cicindelidae_34_4_10_tray_09_spec_027,,,
cicindelidae_34_4_10_tray_09_spec_028,,,
cicindelidae_34_4_10_tray_09_spec_031,,,
cicindelidae_34_4_10_tray_09_spec_032,,,
cicindelidae_34_4_10_tray_09_spec_033,,,
cicindelidae_34_4_10_tray_10_spec_002,,,
cicindelidae_34_4_10_tray_10_spec_004,,,
cicindelidae_34_4_10_tray_10_spec_005,,,
cicindelidae_34_4_10_tray_10_spec_006,,,
cicindelidae_34_4_10_tray_10_spec_008,,,
cicindelidae_34_4_10_tray_10_spec_009,,,
cicindelidae_34_4_10_tray_10_spec_010,,,
cicindelidae_34_4_10_tray_10_spec_011,,,
cicindelidae_34_4_10_tray_10_spec_012,,,
cicindelidae_34_4_10_tray_10_spec_013,,,
cicindelidae_34_4_10_tray_10_spec_015,,,
cicindelidae_34_4_10_tray_10_spec_016,,,
cicindelidae_34_4_10_tray_10_spec_017,,,
cicindelidae_34_4_10_tray_10_spec_018,,,
cicindelidae_34_4_10_tray_10_spec_019,,,
cicindelidae_34_4_10_tray_10_spec_020,,,
cicindelidae_34_4_10_tray_10_spec_021,,,
cicindelidae_34_4_10_tray_10_spec_022,,,
cicindelidae_34_4_10_tray_10_spec_023,,,
cicindelidae_34_4_10_tray_10_spec_024,,,
cicindelidae_34_4_10_tray_10_spec_025,,,
cicindelidae_34_4_10_tray_10_spec_026,,,
cicindelidae_34_4_10_tray_10_spec_027,,,
cicindelidae_34_4_10_tray_11_spec_013,,,
cicindelidae_34_4_10_tray_11_spec_014,,,
cicindelidae_34_4_10_tray_11_spec_015,,,
cicindelidae_34_4_10_tray_11_spec_016,,,
cicindelidae_34_4_10_tray_11_spec_017,,,
cicindelidae_34_4_10_tray_11_spec_018,,,
cicindelidae_34_4_10_tray_11_spec_021,,,
cicindelidae_34_4_10_tray_11_spec_022,,,
cicindelidae_34_4_10_tray_11_spec_023,,,
cicindelidae_34_4_10_tray_11_spec_024,,,
cicindelidae_34_4_10_tray_11_spec_025,,,
cicindelidae_34_4_10_tray_11_spec_026,,,
cicindelidae_34_4_10_tray_11_spec_027,,,
cicindelidae_34_4_10_tray_11_spec_028,,,
cicindelidae_34_4_10_tray_11_spec_029,,,
cicindelidae_34_4_10_tray_11_spec_030,,,
cicindelidae_34_4_10_tray_11_spec_031,,,
cicindelidae_34_4_10_tray_11_spec_032,,,
cicindelidae_34_4_10_tray_11_spec_033,,,
cicindelidae_34_4_10_tray_12_spec_002,,,
cicindelidae_34_4_10_tray_12_spec_003,,,
cicindelidae_34_4_10_tray_12_spec_004,,,
cicindelidae_34_4_10_tray_12_spec_005,,,
cicindelidae_34_4_10_tray_12_spec_006,,,
cicindelidae_34_4_10_tray_12_spec_007,,,
cicindelidae_34_4_10_tray_12_spec_008,,,
cicindelidae_34_4_10_tray_12_spec_009,,,
