tray_id,specimen_id,label_group,match_type,verbatim_text,country,stateProvince,county,municipality,locality,verbatimLocality,islandGroup,island,verbatimElevation,habitat,samplingProtocol,recordedBy,identifiedBy,verbatimEventDate,verbatimCoordinates,possibleName,source,otherCatalogNumbers,flags
34_6_13_tray_07,cicindelidae_34_6_13_tray_07_spec_001,,,,United States of America,Missouri,,Sullivan,,,,,,,,J. Robinson,,02 Jul 1933,,,manual,,
34_6_13_tray_08,cicindelidae_34_6_13_tray_08_spec_001,,,,United States of America,Illinois,,Springfield,,,,,,,,,,15 Sep 2026,,,manual,,
34_6_13_tray_09,cicindelidae_34_6_13_tray_09_spec_001,,,,United States of America,Texas,Grayson,Grayson,"Juniper Point, Lake Texoma, 12mi N of Whitesboro","Juniper Point, Lake Texoma, 12mi N of Whitesboro",,,,,,W. Suter,,29 Jul 1968,,,manual,,
34_6_13_tray_10,cicindelidae_34_6_13_tray_10_spec_001,,,,United States of America,Florida,,Ocala,,,,,,,,R.L.D,,08 Jul 1963,,,manual,,
34_6_14_tray_01,cicindelidae_34_6_14_tray_01_spec_001,,,,Venezuela,,,Suapure,Caura River,Caura River,,,,,,E.A. Klages,,27 Mar 2000,,,manual,,
34_6_14_tray_02,cicindelidae_34_6_14_tray_02_spec_001,,,,Iraq,,,,"Hinaidi, near Baghdad","Hinaidi, near Baghdad",,,,,,Yusuf Lazar,,30 Jul 1935,,,manual,,
34_6_14_tray_03,cicindelidae_34_6_14_tray_03_spec_001,,,,Ecuador,Pastaza,,,"Rio Cushuimi, 150km SE of Puyo","Rio Cushuimi, 150km SE of Puyo",,,,,,B. Malkin,,18 Jul 1971 – 23 Jul 1971,,,manual,,
34_6_14_tray_04,cicindelidae_34_6_14_tray_04_spec_001,,,,Mexico,Veracruz,,,8mi N of Sontecomapan,8mi N of Sontecomapan,,,300–500 ft,,dung trap,A. Newton,,29 Jul 1970 – 08 Aug 1970,,,manual,,
34_6_14_tray_05,cicindelidae_34_6_14_tray_05_spec_001,,,,Australia,South Australia,,,Mount Remarkable,Mount Remarkable,,,,,,L.E. Watrous,,28 Apr 1983,,,manual,,
34_6_14_tray_06,cicindelidae_34_6_14_tray_06_spec_003,,,,Vanuatu,Espiritu Santo,,Hog Harbour,N. Heb,N. Heb,,,,,,K.P. Schmidt,,6-Apr-29,,,manual,,
34_6_14_tray_08,cicindelidae_34_6_14_tray_08_spec_001,,,,Mexico,Sonora,,La Choya,,,,,,,,M. Cazier | W. Gertsch | R. Schrammel,,12 Jun 1952,,,manual,,
34_6_14_tray_09,cicindelidae_34_6_14_tray_09_spec_001,,,,Costa Rica,Guanacaste,,,"Santa Rosa National Park, Pitilla Zoological Station","Santa Rosa National Park, Pitilla Zoological Station",,,,,flight intercept trap,J. Louderman | C. Grinter,,20 May 2007 – 28 May 2007,,,manual,,
34_6_14_tray_10,cicindelidae_34_6_14_tray_10_spec_004,,,,New Zealand,,,,,,,,,,,,,,,,manual,,
34_6_14_tray_12,cicindelidae_34_6_14_tray_12_spec_001,,,,New Zealand,,,,,,,,,,,,,,,,manual,,
34_6_14_tray_13,cicindelidae_34_6_14_tray_13_spec_001,,,,China,Zhejiang,,Ningbo,,,,,,,,Father A. Buch,,,,,manual,,
34_6_14_tray_14,cicindelidae_34_6_14_tray_14_spec_001,,,,Japan,Okinawa,,Kadena,,,Ryukyu Islands,,,,,Eugene Ray,,18 Jun 1945,,,manual,,
34_6_14_tray_15,cicindelidae_34_6_14_tray_15_spec_001,,,,Turkmenistan,,,Serakhs,"Turkestan, Serachs","Turkestan, Serachs",,,,,,,,,,,manual,,
34_6_14_tray_16,cicindelidae_34_6_14_tray_16_spec_001,,,,New Zealand,,,,Rarawa Beach,"Rarawa Beach, North Island",,North Island,,,,M. Kippenhan,,28 Dec 2000,,,manual,,
