tray_id,specimen_id,label_group,match_type,verbatim_text,country,stateProvince,county,municipality,locality,verbatimLocality,islandGroup,island,verbatimElevation,habitat,samplingProtocol,recordedBy,identifiedBy,verbatimEventDate,verbatimCoordinates,possibleName,source,otherCatalogNumbers,flags
34_4_8_tray_05,cicindelidae_34_4_8_tray_05_spec_026,,,,United States of America,Kansas,Reno,Medora,,,,,1600ft,,,V. E. Shelford,,24 May 2004,,,existing record,,
34_4_8_tray_06,cicindelidae_34_4_8_tray_06_spec_001,,,,United States of America,Indiana,Porter,,Indiana Dune State Park,Indiana Dune State Park,,,,,,D. H. Kistner,,25 Sep 1950,,,existing record,,
34_4_8_tray_06,cicindelidae_34_4_8_tray_06_spec_002,,,,United States of America,Indiana,Porter,,Indiana Dune State Park,Indiana Dune State Park,,,,,,D. H. Kistner,,24 Jun 1950,,,existing record,,
34_4_8_tray_06,cicindelidae_34_4_8_tray_06_spec_003,,,,United States of America,Indiana,Porter,,Indiana Dune State Park,Indiana Dune State Park,,,,,,D. H. Kistner,,23 Jul 1950,,,existing record,,
34_4_8_tray_06,cicindelidae_34_4_8_tray_06_spec_004,,,,United States of America,Indiana,Porter,,Indiana Dune State Park,Indiana Dune State Park,,,,,,D. H. Kistner,,24 Jun 1950,,,existing record,,
34_4_8_tray_06,cicindelidae_34_4_8_tray_06_spec_005,,,,United States of America,Indiana,Porter,,Indiana Dune State Park,Indiana Dune State Park,,,,,,D. H. Kistner,,24 Jun 1950,,,existing record,,
34_4_8_tray_06,cicindelidae_34_4_8_tray_06_spec_006,,,,United States of America,Indiana,Porter,,Indiana Dune State Park,Indiana Dune State Park,,,,,,D. H. Kistner,,25 Jun 1950,,,existing record,,
34_4_8_tray_06,cicindelidae_34_4_8_tray_06_spec_007,,,,United States of America,New Jersey,Ocean,Manchester,,,,,,,,Dod E. D. Harris,,10 Jun 2005,,,existing record,2455,
34_4_8_tray_06,cicindelidae_34_4_8_tray_06_spec_008,,,,United States of America,New Jersey,Monmouth,Englishtown,,,,,,,,C. L. Ragot,,05 May 1933,,,existing record,,
34_4_8_tray_06,cicindelidae_34_4_8_tray_06_spec_009,,,,United States of America,New Jersey,Bergen,Oradell,,,,,,,,,,,,,existing record,,
34_4_8_tray_06,cicindelidae_34_4_8_tray_06_spec_010,,,,United States of America,New Jersey,Monmouth,Englishtown,,,,,,,,C. L. Ragot,,05 May 1933,,,existing record,,
34_4_8_tray_06,cicindelidae_34_4_8_tray_06_spec_011,,,,United States of America,New Jersey,Bergen,Oradell,,,,,,,,,,30 Jul 2026,,,existing record,,
34_4_8_tray_06,cicindelidae_34_4_8_tray_06_spec_012,,,,United States of America,New Jersey,Camden,Clementon,,,,,,,,,,03 May 2005,,,existing record,,
34_4_8_tray_06,cicindelidae_34_4_8_tray_06_spec_013,,,,United States of America,New Jersey,Gloucester,Westville,,,,,,,,,,17 May 1996,,,existing record,,
34_4_8_tray_06,cicindelidae_34_4_8_tray_06_spec_014,,,,United States of America,New Jersey,Ocean,Lakehurst,,,,,,,,,,03 Sep 1939,,,existing record,,
34_4_8_tray_06,cicindelidae_34_4_8_tray_06_spec_015,,,,United States of America,New Jersey,Ocean,Lakehurst,,,,,,,,,,03 Sep 1939,,,existing record,,
34_4_8_tray_06,cicindelidae_34_4_8_tray_06_spec_016,,,,United States of America,New Jersey,Ocean,Lakehurst,,,,,,,,,,03 Sep 1939,,,existing record,,
34_4_8_tray_06,cicindelidae_34_4_8_tray_06_spec_017,,,,United States of America,New Jersey,Ocean,Lakehurst,,,,,,,,,,03 Sep 1939,,,existing record,,
34_4_8_tray_06,cicindelidae_34_4_8_tray_06_spec_018,,,,United States of America,New Jersey,Ocean,Lakehurst,,,,,,,,,,03 Sep 1939,,,existing record,,
34_4_8_tray_06,cicindelidae_34_4_8_tray_06_spec_019,,,,United States of America,New Jersey,Ocean,Lakehurst,,,,,,,,,,16 Sep 1935,,,existing record,,
34_4_8_tray_06,cicindelidae_34_4_8_tray_06_spec_020,,,,United States of America,New Jersey,Ocean,Lakehurst,,,,,,,,,,03 Sep 1939,,,existing record,,
34_4_8_tray_06,cicindelidae_34_4_8_tray_06_spec_021,,,,United States of America,New Jersey,Ocean,Lakehurst,,,,,,,,,,03 Sep 1939,,,existing record,,
34_4_8_tray_06,cicindelidae_34_4_8_tray_06_spec_022,,,,United States of America,New Jersey,Ocean,Lakehurst,,,,,,,,,,03 Sep 1939,,,existing record,,
34_4_8_tray_06,cicindelidae_34_4_8_tray_06_spec_023,,,,United States of America,New Jersey,Ocean,Lakehurst,,,,,,,,,,03 Sep 1939,,,existing record,,
34_4_8_tray_06,cicindelidae_34_4_8_tray_06_spec_024,,,,United States of America,New Jersey,Ocean,Lakehurst,,,,,,,,,,03 Sep 1939,,,existing record,,
34_4_8_tray_07,cicindelidae_34_4_8_tray_07_spec_001,,,,United States of America,Indiana,Porter,Porter,,,,,,,,F. Psota,,20 May 2003,,,existing record,227,
34_4_8_tray_07,cicindelidae_34_4_8_tray_07_spec_002,,,,United States of America,Indiana,Porter,Beverly Shores,,,,,,,,H. Dybas,,09 Aug 1933,,,existing record,,
34_4_8_tray_07,cicindelidae_34_4_8_tray_07_spec_003,,,,United States of America,Indiana,Porter,,Indiana Dune State Park,Indiana Dune State Park,,,,,,D. H. Kistner,,24 Jun 1950,,,existing record,,
34_4_8_tray_07,cicindelidae_34_4_8_tray_07_spec_004,,,,United States of America,Indiana,Porter,,Indiana Dune State Park,Indiana Dune State Park,,,,,,D. H. Kistner,,24 Jun 1950,,,existing record,,
34_4_8_tray_07,cicindelidae_34_4_8_tray_07_spec_005,,,,United States of America,Indiana,Porter,Beverly Shores,,,,,,,,H. Dybas,,20 Aug 1933,,,existing record,,
34_4_8_tray_07,cicindelidae_34_4_8_tray_07_spec_006,,,,United States of America,Indiana,Porter,Beverly Shores,,,,,,,,H. Dybas,,14 Jul 1933,,,existing record,,
34_4_8_tray_07,cicindelidae_34_4_8_tray_07_spec_007,,,,United States of America,Indiana,Porter,,Indiana Dune State Park,Indiana Dune State Park,,,,,,D. H. Kistner,,24 Jun 1950,,,existing record,,
34_4_8_tray_07,cicindelidae_34_4_8_tray_07_spec_008,,,,United States of America,Indiana,Porter,,Indiana Dune State Park,Indiana Dune State Park,,,,,,D. H. Kistner,,24 Jun 1950,,,existing record,,
34_4_8_tray_07,cicindelidae_34_4_8_tray_07_spec_009,,,,United States of America,Indiana,Porter,,Indiana Dune State Park,Indiana Dune State Park,,,,,,D. H. Kistner,,24 Jun 1950,,,existing record,,
34_4_8_tray_07,cicindelidae_34_4_8_tray_07_spec_010,,,,United States of America,Indiana,Porter,,Indiana Dune State Park,Indiana Dune State Park,,,,,,D. H. Kistner,,25 Jun 1950,,,existing record,,
34_4_8_tray_07,cicindelidae_34_4_8_tray_07_spec_011,,,,United States of America,Indiana,Porter,,Indiana Dune State Park,Indiana Dune State Park,,,,,,D. H. Kistner,,24 Jun 1950,,,existing record,,
34_4_8_tray_07,cicindelidae_34_4_8_tray_07_spec_015,,,,United States of America,Massachusetts,Middlesex,Framingham,,,,,100-200ft,,,C. A. Frost,,28 Aug 2004,,,existing record,,
34_4_8_tray_07,cicindelidae_34_4_8_tray_07_spec_016,,,,United States of America,Massachusetts,Middlesex,Framingham,,,,,100-200ft,,,C. A. Frost,,12 Jun 2004,,,existing record,,
34_4_8_tray_07,cicindelidae_34_4_8_tray_07_spec_017,,,,United States of America,Indiana,Lake,Miller,,,,,600ft,,,V. E. Shelford,,13 Sep 2004,,,existing record,,
34_4_8_tray_07,cicindelidae_34_4_8_tray_07_spec_018,,,,United States of America,Indiana,Lake,Miller,,,,,,,,W. J. Gerhard,,30 May 2006,,,existing record,,
34_4_8_tray_07,cicindelidae_34_4_8_tray_07_spec_019,,,,United States of America,Indiana,Lake,Miller,,,,,,,,Gerhard,,12 Jul 2012,,,existing record,,
34_4_8_tray_07,cicindelidae_34_4_8_tray_07_spec_020,,,,United States of America,Indiana,Lake,Miller,,,,,,,,W. J. Gerhard,,30 May 2006,,,existing record,,
34_4_8_tray_07,cicindelidae_34_4_8_tray_07_spec_021,,,,United States of America,Indiana,Lake,Miller,,,,,,,,W. J. Gerhard,,26 May 1935,,,existing record,,
34_4_8_tray_07,cicindelidae_34_4_8_tray_07_spec_022,,,,United States of America,Indiana,Porter,Beverly Shores,,,,,,,,H. Dybas,,01 Jul 1933,,,existing record,,
34_4_8_tray_07,cicindelidae_34_4_8_tray_07_spec_023,,,,United States of America,Indiana,Clark,Charleston,,,,,,,,,,06 Sep 2006,,,existing record,,
34_4_8_tray_07,cicindelidae_34_4_8_tray_07_spec_024,,,,United States of America,Indiana,Steuben,Long Lake,,,,,,,,,,09 Jun 2026,,,existing record,2024,
34_4_8_tray_07,cicindelidae_34_4_8_tray_07_spec_025,,,,United States of America,Indiana,Porter,Ogden Dunes,,,,,,,,,,18 May 1935,,,existing record,,
34_4_8_tray_07,cicindelidae_34_4_8_tray_07_spec_026,,,,United States of America,Indiana,Porter,,Indiana Dune State Park,Indiana Dune State Park,,,,,,D. H. Kistner,,25 Jun 1950,,,existing record,,
34_4_8_tray_07,cicindelidae_34_4_8_tray_07_spec_027,,,,United States of America,Indiana,Porter,,Indiana Dune State Park,Indiana Dune State Park,,,,,,D. H. Kistner,,23 Jul 1950,,,existing record,,
34_4_8_tray_08,cicindelidae_34_4_8_tray_08_spec_001,,,,United States of America,Oklahoma,Garvin,Pauls Valley,Washita River,Washita River,,,,River Bank,,W. Suter,,05 Apr 1969,,,existing record,,
34_4_8_tray_08,cicindelidae_34_4_8_tray_08_spec_002,,,,United States of America,Oklahoma,Garvin,Pauls Valley,Washita River,Washita River,,,,River Bank,,W. Suter,,05 Apr 1969,,,existing record,,
34_4_8_tray_08,cicindelidae_34_4_8_tray_08_spec_003,,,,United States of America,Oklahoma,Canadian,El Reno,,,,,1350ft,,,V. E. Shelford,,17 May 2004,,,existing record,,
34_4_8_tray_08,cicindelidae_34_4_8_tray_08_spec_004,,,,United States of America,Colorado,Boulder,Boulder,White Rocks Trail,White Rocks Trail,,,,,,Rose L. Pine,,30 May 1933,,,existing record,"Acc Z-18,343",
34_4_8_tray_08,cicindelidae_34_4_8_tray_08_spec_005,,,,United States of America,Nebraska,Arthur,,2 mi North of Arthur,2 mi North of Arthur,,,,,,Wappes | Downie,,29 Aug 1981,,,existing record,"Acc Z-18,344",
34_4_8_tray_08,cicindelidae_34_4_8_tray_08_spec_006,,,,United States of America,Nebraska,Arthur,,2 mi North of Arthur,2 mi North of Arthur,,,,,,Wappes | Downie,,29 Aug 1981,,,existing record,"Acc Z-18,344",
34_4_8_tray_08,cicindelidae_34_4_8_tray_08_spec_007,,,,United States of America,Nebraska,Arthur,,2 mi North of Arthur,2 mi North of Arthur,,,,,,Wappes | Downie,,29 Aug 1981,,,existing record,"Acc Z-18,344",
34_4_8_tray_08,cicindelidae_34_4_8_tray_08_spec_008,,,,United States of America,Minnesota,Polk,,,,,,,,,J. Palmer,,11 Jul 1958,,,existing record,"Acc Z-13,050",
34_4_8_tray_08,cicindelidae_34_4_8_tray_08_spec_009,,,,Canada,Manitoba,,Aweme,,,,,800ft,,,N. Criddle,,15 Jun 2004,,,existing record,,
34_4_8_tray_08,cicindelidae_34_4_8_tray_08_spec_010,,,,Canada,Manitoba,,Aweme,,,,,800ft,,,N. Criddle,,26 Jun 2007,,,existing record,,
34_4_8_tray_08,cicindelidae_34_4_8_tray_08_spec_011,,,,Canada,Manitoba,,Aweme,,,,,800ft,,,N. Criddle,,15 Jun 2004,,,existing record,,
34_4_8_tray_08,cicindelidae_34_4_8_tray_08_spec_012,,,,United States of America,Nebraska,Arthur,,2 mi North of Arthur,2 mi North of Arthur,,,,,,Wappes | Downie,,29 Aug 1981,,,existing record,"Acc Z-18,344",
34_4_8_tray_08,cicindelidae_34_4_8_tray_08_spec_013,,,,United States of America,Utah,Uintah,,10 mi West of Malvern,10 mi West of Malvern,,,,,,Wappes | Downie,,29 Aug 1981,,,existing record,"Acc Z-18,344",
34_4_8_tray_08,cicindelidae_34_4_8_tray_08_spec_014,,,,Canada,Manitoba,,Aweme,,,,,,,,N. Criddle,,13 Sep 2018,,,existing record,Acc 17-423,
34_4_8_tray_08,cicindelidae_34_4_8_tray_08_spec_015,,,,United States of America,Minnesota,Polk,,Red River Valley,Red River Valley,,,,,,O. Duggins,,10 Jul 1958,,,existing record,#47,
34_4_8_tray_08,cicindelidae_34_4_8_tray_08_spec_016,,,,Canada,Manitoba,,Aweme,,,,,800ft,,,N. Criddle,,14 Jul 2004,,,existing record,,
34_4_8_tray_08,cicindelidae_34_4_8_tray_08_spec_017,,,,Canada,Manitoba,,Aweme,,,,,800ft,,,N. Criddle,,17 Sep 2005,,,existing record,,
34_4_8_tray_08,cicindelidae_34_4_8_tray_08_spec_018,,,,Canada,Manitoba,,Aweme,,,,,800ft,,,N. Criddle,,26 Aug 2005,,,existing record,,
34_4_8_tray_08,cicindelidae_34_4_8_tray_08_spec_019,,,,Canada,Manitoba,,Aweme,,,,,,,,N. Criddle,,,,,existing record,Acc 17-422,
34_4_8_tray_08,cicindelidae_34_4_8_tray_08_spec_020,,,,United States of America,Minnesota,Polk,,,,,,,Fertile Sand Dunes,,J. Palmer,,11 Jul 1958,,,existing record,#53,
34_4_8_tray_09,cicindelidae_34_4_8_tray_09_spec_001,,,,United States of America,Texas,Galveston,Galveston,,,,,,,,H. Baethge,,1880 – 1885,,,existing record,,
34_4_8_tray_09,cicindelidae_34_4_8_tray_09_spec_002,,,,United States of America,Oklahoma,Canadian,El Reno,,,,,1350ft,,,V. E. Shelford,,17 May 2004,,,existing record,,
34_4_8_tray_09,cicindelidae_34_4_8_tray_09_spec_003,,,,United States of America,Colorado,,,Great Sand Dunes National Park and Preserve,Alamosa and Saguache; Great Sand Dunes National Park and Preserve,,,,,,R. J. J.,,13 Aug 1969,,,existing record,,
34_4_8_tray_09,cicindelidae_34_4_8_tray_09_spec_004,,,,United States of America,Colorado,Weld,,5 miles west of Roggen,5 miles west of Roggen,,,,,,R. J. J.,,20 Apr 1969,,,existing record,,
34_4_8_tray_09,cicindelidae_34_4_8_tray_09_spec_005,,,,Canada,Manitoba,,Aweme,,,,,800ft,,,N. Criddle,,01 Aug 2004,,,existing record,,
34_4_8_tray_09,cicindelidae_34_4_8_tray_09_spec_006,,,,United States of America,Colorado,Weld,Roggen,,,,,,,,Ray Jablonski,,19 Sep 1970,,,existing record,,
34_4_8_tray_09,cicindelidae_34_4_8_tray_09_spec_007,,,,United States of America,Oklahoma,Payne,,,,,,,,,N. R. Coyle,,31 Aug 1960,,,existing record,,
34_4_8_tray_09,cicindelidae_34_4_8_tray_09_spec_008,,,,United States of America,Colorado,Weld,Roggen,,,,,,,,Ray Jablonski,,19 Sep 1970,,,existing record,,
34_4_8_tray_09,cicindelidae_34_4_8_tray_09_spec_009,,,,United States of America,Colorado,Weld,Roggen,,,,,,,,Ray Jablonski,,19 Sep 1970,,,existing record,,
34_4_8_tray_09,cicindelidae_34_4_8_tray_09_spec_010,,,,United States of America,Colorado,,,Great Sand Dunes National Park and Preserve,Alamosa and Saguache; Great Sand Dunes National Park and Preserve,,,,,,R. Jablonski,,31 Aug 1969,,,existing record,,
34_4_8_tray_09,cicindelidae_34_4_8_tray_09_spec_011,,,,United States of America,Oklahoma,Garvin,Pauls Valley,Washita River,Washita River,,,,River Bank,,W. Suter,,05 Apr 1969,,,existing record,,
34_4_8_tray_09,cicindelidae_34_4_8_tray_09_spec_012,,,,United States of America,Oklahoma,Payne,Perkins,,,,,,,,,,01 Sep 1960,,,existing record,,
34_4_8_tray_09,cicindelidae_34_4_8_tray_09_spec_013,,,,United States of America,Colorado,,,Great Sand Dunes National Park and Preserve,Alamosa and Saguache; Great Sand Dunes National Park and Preserve,,,,,,R. Jablonski,,31 Aug 1969,,,existing record,,
34_4_8_tray_09,cicindelidae_34_4_8_tray_09_spec_014,,,,United States of America,Colorado,,,Great Sand Dunes National Park and Preserve,Alamosa and Saguache; Great Sand Dunes National Park and Preserve,,,,,,R. Jablonski,,31 Aug 1969,,,existing record,,
34_4_8_tray_09,cicindelidae_34_4_8_tray_09_spec_015,,,,United States of America,Colorado,,,Great Sand Dunes National Park and Preserve,Alamosa and Saguache; Great Sand Dunes National Park and Preserve,,,,,,R. Jablonski,,31 Aug 1969,,,existing record,,
34_4_8_tray_09,cicindelidae_34_4_8_tray_09_spec_016,,,,United States of America,Colorado,Weld,Roggen,,,,,,,,Ray Jablonski,,19 Sep 1970,,,existing record,,
34_4_8_tray_09,cicindelidae_34_4_8_tray_09_spec_017,,,,United States of America,Colorado,Weld,Roggen,,,,,,,,Ray Jablonski,,19 Sep 1970,,,existing record,,
34_4_8_tray_09,cicindelidae_34_4_8_tray_09_spec_018,,,,United States of America,Colorado,Weld,Roggen,,,,,,,,Ray Jablonski,,19 Sep 1970,,,existing record,,
34_4_8_tray_09,cicindelidae_34_4_8_tray_09_spec_019,,,,United States of America,Kansas,Douglas,Lawrence,,,,,,,,C. Seevers,,04 Sep 1933,,,existing record,,
34_4_8_tray_09,cicindelidae_34_4_8_tray_09_spec_020,,,,United States of America,Colorado,Boulder,Boulder,,,,,,,,H. W. Campbell,,15 Apr 1933,,,existing record,,
34_4_8_tray_09,cicindelidae_34_4_8_tray_09_spec_021,,,,United States of America,Kansas,Douglas,Lecompton,,,,,,,,C. Seevers,,16 Sep 1933,,,existing record,,
34_4_8_tray_09,cicindelidae_34_4_8_tray_09_spec_022,,,,United States of America,Colorado,Weld,Roggen,,,,,,,,Ray Jablonski,,19 Sep 1970,,,existing record,,
34_4_8_tray_09,cicindelidae_34_4_8_tray_09_spec_023,,,,United States of America,Kansas,Reno,Medora,,,,,,,,W. Knaus,,24 Jun 2026,,,existing record,Acc 17-422,
34_4_8_tray_10,cicindelidae_34_4_8_tray_10_spec_001,,,,United States of America,Kansas,Reno,Medora,,,,,1600ft,,,V. E. Shelford,,24 May 2004,,,existing record,,
34_4_8_tray_10,cicindelidae_34_4_8_tray_10_spec_002,,,,United States of America,Oklahoma,Canadian,El Reno,,,,,1350ft,,,V. E. Shelford,,18 May 2004,,,existing record,,
34_4_8_tray_10,cicindelidae_34_4_8_tray_10_spec_003,,,,United States of America,Oklahoma,Osage,Wynona,,,,,,,,M. L. Bristol,,26 Apr 1949,,,existing record,,
34_4_8_tray_10,cicindelidae_34_4_8_tray_10_spec_004,,,,United States of America,Oklahoma,Osage,Wynona,,,,,,,,M. L. Bristol,,26 Apr 1949,,,existing record,,
34_4_8_tray_10,cicindelidae_34_4_8_tray_10_spec_005,,,,United States of America,Oklahoma,Osage,Wynona,,,,,,,,M. L. Bristol,,26 Apr 1949,,,existing record,,
34_4_8_tray_10,cicindelidae_34_4_8_tray_10_spec_006,,,,United States of America,Kansas,Morton,,,,,,3200ft,,,F. H. Snow,,,,,existing record,,
34_4_8_tray_10,cicindelidae_34_4_8_tray_10_spec_007,,,,United States of America,Texas,Dallas,,Boll Street,Boll Street,,,,,,,,,,,existing record,159,
34_4_8_tray_10,cicindelidae_34_4_8_tray_10_spec_008,,,,United States of America,Oklahoma,Canadian,El Reno,,,,,1350ft,,,V. E. Shelford,,18 May 2004,,,existing record,,
34_4_8_tray_10,cicindelidae_34_4_8_tray_10_spec_009,,,,United States of America,Oklahoma,Canadian,El Reno,,,,,1350ft,,,V. E. Shelford,,17 May 2004,,,existing record,,
34_4_8_tray_10,cicindelidae_34_4_8_tray_10_spec_010,,,,United States of America,Oklahoma,Canadian,El Reno,,,,,1350ft,,,V. E. Shelford,,17 May 2004,,,existing record,,
34_4_8_tray_10,cicindelidae_34_4_8_tray_10_spec_011,,,,United States of America,Oklahoma,Osage,Wynona,,,,,,,,M. L. Bristol,,26 Apr 1949,,,existing record,,
34_4_8_tray_10,cicindelidae_34_4_8_tray_10_spec_013,,,,United States of America,Colorado,Morgan,Wiggins,Highway 6,Highway 6,,,,,,,,07 Jun 1969,,,existing record,,
34_4_8_tray_10,cicindelidae_34_4_8_tray_10_spec_014,,,,United States of America,Kansas,Kiowa,Belvidere,,,,,1800ft,,,V. E. Shelford,,,,,existing record,,
34_4_8_tray_10,cicindelidae_34_4_8_tray_10_spec_015,,,,United States of America,South Dakota,,,Western S. Dakota,Western S. Dakota,,,,,,,,24 Jun 2026,,,existing record,Acc 17-422,
34_4_8_tray_10,cicindelidae_34_4_8_tray_10_spec_016,,,,United States of America,Colorado,Weld,,6 miles west of Roggen,6 miles west of Roggen,,,,,,RJJ,,11 Apr 1969,,,existing record,,
34_4_8_tray_10,cicindelidae_34_4_8_tray_10_spec_017,,,,United States of America,Colorado,,,Great Sand Dunes National Park and Preserve,Alamosa and Saguache; Great Sand Dunes National Park and Preserve,,,,,,RJJ,,31 Aug 1969,,,existing record,,
34_4_8_tray_10,cicindelidae_34_4_8_tray_10_spec_018,,,,United States of America,Oklahoma,Canadian,El Reno,,,,,1350ft,,,V. E. Shelford,,17 May 2004,,,existing record,,
34_4_8_tray_10,cicindelidae_34_4_8_tray_10_spec_019,,,,United States of America,Texas,Galveston,Galveston,Vic.,Vic.,,,,,,H. Baethge,,1880 – 1885,,,existing record,,
34_4_8_tray_10,cicindelidae_34_4_8_tray_10_spec_020,,,,United States of America,Colorado,Yuma,,just northwest of Wray,just northwest of Wray,,,,,,Harold L. Willis,,29 Aug 1967,,,existing record,,
34_4_8_tray_10,cicindelidae_34_4_8_tray_10_spec_021,,,,United States of America,Texas,Galveston,Galveston,Vic.,Vic.,,,,,,H. Baethge,,1880 – 1885,,,existing record,,
34_4_8_tray_10,cicindelidae_34_4_8_tray_10_spec_022,,,,United States of America,Wisconsin,Crawford,Prairie du Chien,,,,,,,,H. Muckermann,,,,,existing record,,
34_4_8_tray_10,cicindelidae_34_4_8_tray_10_spec_023,,,,United States of America,Texas,Galveston,Galveston,Vic.,Vic.,,,,,,H. Baethge,,1880 – 1885,,,existing record,,
34_4_8_tray_10,cicindelidae_34_4_8_tray_10_spec_024,,,,United States of America,Kansas,Reno,,,,,,,,,Rev. J. Warren,,11 Jun 2014,,,existing record,,
34_4_8_tray_11,cicindelidae_34_4_8_tray_11_spec_001,,,,Canada,Manitoba,,Aweme,,,,,800ft,,,N. Criddle,,16 Jun 2003,,,existing record,,
34_4_8_tray_11,cicindelidae_34_4_8_tray_11_spec_002,,,,United States of America,Indiana,,,,,,,,,,,,17 May 2022,,,existing record,,
34_4_8_tray_11,cicindelidae_34_4_8_tray_11_spec_003,,,,United States of America,Indiana,Lake,Gary,,,,,,,,,,17 May 2022,,,existing record,,
34_4_8_tray_11,cicindelidae_34_4_8_tray_11_spec_004,,,,United States of America,Indiana,Porter,,Indiana Dune State Park,Indiana Dune State Park,,,,,,G. Nielsen,,08 Aug 1971,,,existing record,,
34_4_8_tray_11,cicindelidae_34_4_8_tray_11_spec_005,,,,United States of America,New York,,,West Long Island,W. Long Island,,,,,,John Akhurst,,1880 – 1900,,,existing record,,
34_4_8_tray_11,cicindelidae_34_4_8_tray_11_spec_006,,,,United States of America,Massachusetts,Middlesex,Framingham,,,,,100-200ft,,,C. A. Frost,,11 Jun 2004,,,existing record,,
34_4_8_tray_11,cicindelidae_34_4_8_tray_11_spec_007,,,,United States of America,Massachusetts,Middlesex,Framingham,,,,,100-200ft,,,C. A. Frost,,28 Aug 2004,,,existing record,,
34_4_8_tray_11,cicindelidae_34_4_8_tray_11_spec_008,,,,Canada,Manitoba,,Aweme,,,,,,,,N. Criddle,,30 Jun 2002,,,existing record,,
34_4_8_tray_11,cicindelidae_34_4_8_tray_11_spec_009,,,,United States of America,Massachusetts,Middlesex,Framingham,,,,,100-200ft,,,C. A. Frost,,12 Jun 2004,,,existing record,,
34_4_8_tray_11,cicindelidae_34_4_8_tray_11_spec_010,,,,United States of America,Massachusetts,Middlesex,Framingham,,,,,100-200ft,,,C. A. Frost,,28 Aug 2004,,,existing record,,
34_4_8_tray_11,cicindelidae_34_4_8_tray_11_spec_011,,,,United States of America,Massachusetts,Middlesex,Framingham,,,,,100-200ft,,,C. A. Frost,,19 Jun 2004,,,existing record,,
34_4_8_tray_11,cicindelidae_34_4_8_tray_11_spec_012,,,,United States of America,Kansas,Shawnee,Topeka,,,,,1000ft,,,E. G. Smyth,,27 May 2004,,,existing record,,
34_4_8_tray_11,cicindelidae_34_4_8_tray_11_spec_013,,,,Canada,Manitoba,,Aweme,,,,,800ft,,,N. Criddle,,02 Aug 2003,,,existing record,,
34_4_8_tray_11,cicindelidae_34_4_8_tray_11_spec_014,,,,United States of America,Indiana,Porter,Ogden Dunes,,,,,,,,D. Kistner,,14 May 1955,,,existing record,,
34_4_8_tray_11,cicindelidae_34_4_8_tray_11_spec_015,,,,Canada,Manitoba,,Aweme,,,,,,,,N. Criddle,,11 Aug 2004,,,existing record,,
34_4_8_tray_11,cicindelidae_34_4_8_tray_11_spec_016,,,,United States of America,Indiana,,Chesterton,,,,,,,,,,13 Jun 2006,,,existing record,,
34_4_8_tray_11,cicindelidae_34_4_8_tray_11_spec_017,,,,Canada,Manitoba,,Aweme,,,,,800ft,,,N. Criddle,,10 Sep 2005,,,existing record,,
34_4_8_tray_11,cicindelidae_34_4_8_tray_11_spec_018,,,,Canada,Manitoba,,Aweme,,,,,800ft,,,N. Criddle,,28 Sep 2004,,,existing record,,
34_4_8_tray_11,cicindelidae_34_4_8_tray_11_spec_019,,,,United States of America,New Jersey,Ocean,Lakehurst,,,,,,,,,,31 May 2012,,,existing record,Acc 17-422,
34_4_8_tray_11,cicindelidae_34_4_8_tray_11_spec_020,,,,United States of America,Massachusetts,Middlesex,Framingham,,,,,,,,F. M. Hull,,30 May 2022,,,existing record,Acc 17-422,
34_4_8_tray_12,cicindelidae_34_4_8_tray_12_spec_001,,,,United States of America,New Jersey,Ocean,Lakehurst,,,,,,,,,,03 Sep 1939,,,existing record,,
34_4_8_tray_12,cicindelidae_34_4_8_tray_12_spec_002,,,,United States of America,New Jersey,Ocean,Lakehurst,,,,,,,,,,03 Sep 1939,,,existing record,,
34_4_8_tray_12,cicindelidae_34_4_8_tray_12_spec_003,,,,United States of America,New Jersey,Gloucester,Deptford,Almonesson,Almonesson,,,,,,,,6May1896,,,existing record,,
34_4_8_tray_12,cicindelidae_34_4_8_tray_12_spec_004,,,,United States of America,New Jersey,Gloucester,Deptford,Almonesson,Almonesson,,,,,,,,6May1896,,,existing record,,
34_4_8_tray_12,cicindelidae_34_4_8_tray_12_spec_005,,,,United States of America,New Jersey,Gloucester,Westville,,,,,,,,,,17May1896,,,existing record,,
34_4_8_tray_12,cicindelidae_34_4_8_tray_12_spec_006,,,,United States of America,New Jersey,Gloucester,Westville,,,,,,,,,,17May1896,,,existing record,,
34_4_8_tray_12,cicindelidae_34_4_8_tray_12_spec_007,,,,United States of America,Massachusetts,Middlesex,Sudbury,,,,,,,,C. A. Frost,,,,,existing record,Acc 17-422,
34_4_8_tray_12,cicindelidae_34_4_8_tray_12_spec_008,,,,United States of America,New Jersey,Gloucester,Westville,,,,,,,,,,17May1896,,,existing record,,
34_4_8_tray_12,cicindelidae_34_4_8_tray_12_spec_009,,,,United States of America,Michigan,Alpena,Lakewood,,,,,,,,,,22 Aug 2026,,,existing record,,
34_4_8_tray_12,cicindelidae_34_4_8_tray_12_spec_010,,,,United States of America,Michigan,Leelanau,,Sleeping Bear Dunes National Lakeshore,Sleeping Bear Dunes National Lakeshore,,,,,,,,02 Aug 1942,,,existing record,,
34_4_8_tray_12,cicindelidae_34_4_8_tray_12_spec_011,,,,United States of America,Kansas,Douglas,Lawrence,5 mi. NW of Lawrence,5 mi. NW of Lawrence,,,,,,Harold L. Willis,,29 May 1963,,,existing record,Acc. 1969-20,
